20210411_9
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	5	勝得精彩(C061)	田泰安	蔡約翰	118	1130	2	-	[7][8][5][1]	1:20.99	8.7
2	8	達心星(D088)	莫雷拉	方嘉柏	115	1156	1	1-1/4	[8][7][6][2]	1:21.18	3.1
3	4	高大威猛(C470)	潘頓	姚本輝	120	1228	4	2	[5][5][3][3]	1:21.31	4.9
4	3	載譽歸來(C215)	巴度	羅富全	119	1163	3	3-1/2	[6][6][8][4]	1:21.54	22
5	1	嘉應之星(C198)	史卓豐	告東尼	133	1138	7	4-3/4	[4][3][2][5]	1:21.77	29
6	7	夢想成金(D358)	何澤堯	羅富全	115	1171	5	5-1/4	[3][4][4][6]	1:21.82	2.6
7	2	二郎(C019)	蘇銘倫	告東尼	121	1166	8	10	[2][1][1][7]	1:22.60	10

20210101_7
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	7	勁力勇士(D428)	何澤堯	呂健威	125	1124	1	-	[7][5][1]	1:09.26	9.8
2	13	三生好運(C359)	潘明輝	羅富全	113	1105	2	1-1/4	[4][3][2]	1:09.43	7.5
3	5	發財寶(B220)	蘇銘倫	韋達	127	1089	6	2	[6][7][3]	1:09.54	7
4	1	包裝太保(E142)	潘頓	大衛希斯	133	1307	14	2-1/2	[11][11][4]	1:09.65	1.9
5	6	場場精綵(D126)	莫雷拉	告東尼	126	1080	10	2-3/4	[3][2][5]	1:09.68	11
6	4	銀馳(E131)	田泰安	蔡約翰	130	1067	8	3	[8][10][6]	1:09.74	14
7	14	傳奇(V357)	楊明綸	鄭俊偉	114	1138	5	3	[5][6][7]	1:09.76	69
8	8	心中有馬(D434)	巴度	賀賢	125	1009	12	4-1/4	[13][14][8]	1:09.93	186
9	3	巡航導彈(B337)	周俊樂	容天鵬	125	1200	11	4-1/2	[1][1][9]	1:09.96	12
10	12	戰鬥英雄(D050)	蔡明紹	方嘉柏	116	1086	13	5-1/2	[14][12][10]	1:10.15	35
11	9	天德(E128)	郭能	霍利時	123	1159	4	5-1/2	[9][9][11]	1:10.15	338
12	2	新力寶(A379)	彭國年	蘇偉賢	133	1213	7	5-3/4	[2][4][12]	1:10.17	49
13	11	藍天之星(D420)	巫顯東	徐雨石	116	1249	9	6-3/4	[12][13][13]	1:10.32	155
14	10	摯勝寶寶(E041)	波健士	蘇保羅	127	989	3	7	[10][8][14]	1:10.37	191

20210101_6
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	12	南莊之歌(C480)	巴度	沈集成	115	1249	1	-	[4][4][1]	1:09.16	6.7
2	14	二話不說(C134)	蔡明紹	葉楚航	114	1122	8	1-3/4	[2][2][2]	1:09.46	14
 3	7	綠色勇駿(D140)	史卓豐	方嘉柏	120	1166	9	2-3/4	[11][11][3]	1:09.60	38
 4	3	簹多福(D352)	莫雷拉	苗禮德	131	1099	12	2-3/4	[12][10][4]	1:09.62	2.7
5	8	鴻運飛鷹(D481)	何澤堯	呂健威	120	1274	4	3	[8][7][5]	1:09.65	4.9
6	11	新威力(D463)	梁家俊	蘇保羅	117	1135	14	4-1/2	[13][13][6]	1:09.88	99
7	4	共創繽紛(D335)	田泰安	蔡約翰	126	1105	11	4-1/2	[3][3][7]	1:09.89	7
8	10	多姿多財(D125)	潘頓	羅富全	120	1039	5	4-1/2	[1][1][8]	1:09.89	8.1
9	6	無敵勇士(C483)	賀銘年	文家良	123	1226	7	5	[6][6][9]	1:09.98	63
10	9	澳華威威(E144)	潘明輝	徐雨石	117	1009	3	5	[5][5][10]	1:09.98	176
11	5	勇趣(E223)	郭能	霍利時	125	1006	2	5-1/4	[7][8][11]	1:10.01	164
12	13	四條煙(D365)	黃俊	大衛希斯	109	1015	6	5-1/4	[10][12][12]	1:10.01	52
13	2	嘜誰嘜誰(C323)	周俊樂	告東尼	125	1208	10	6-1/2	[14][14][13]	1:10.19	31
14	1	輝煌芯(D055)	蘇銘倫	韋達	133	1131	13	9-3/4	[9][9][14]	1:10.73	25

20210101_5
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	11	駿益善(E090)	巴度	沈集成	121	1126	2	-	[9][9][8][1]	1:22.00	5.6
2	1	真勝者(C039)	何澤堯	丁冠豪	133	1181	11	頸位	[13][13][12][2]	1:22.05	2
3	9	鋒芒快露(C417)	田泰安	苗禮德	126	1170	8	2-3/4	[10][10][10][3]	1:22.44	28
4	12	深愛(A088)	梁家俊	葉楚航	121	1086	5	3	[12][11][11][4]	1:22.50	25
5	2	歡樂小子(S235)	潘頓	文家良	131	1291	7	3-1/2	[8][7][5][5]	1:22.55	9.1
6	8	及時行樂(A125)	潘明輝	徐雨石	124	1145	13	4-1/4	[14][14][14][6]	1:22.67	142
7	6	福喜多多(B128)	黃皓楠	呂健威	125	1131	14	5-1/4	[2][2][2][7]	1:22.85	181
8	4	活力勇士(A313)	郭能	方嘉柏	130	1092	3	6-1/4	[7][8][9][8]	1:23.00	53
9	10	豐彩華庭(D314)	黎海榮	何良	123	1144	10	6-1/4	[11][12][13][9]	1:23.02	336
10	13	叻叻精彩(D217)	蘇銘倫	韋達	120	1153	12	7-1/4	[1][1][1][10]	1:23.16	8.5
11	5	金莊令(D222)	蔡明紹	姚本輝	129	1045	6	8-3/4	[4][3][4][11]	1:23.41	15
12	7	桃花旺(C364)	史卓豐	賀賢	128	1014	1	9	[6][6][7][12]	1:23.43	8.8
13	14	喜跑(D294)	莫雷拉	蔡約翰	115	1164	9	9-3/4	[3][4][3][13]	1:23.54	48

20210101_4
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	3	皮具之星(C307)	潘頓	容天鵬	132	1265	8	-	[11][9][10][7][1]	1:48.82	6.8
2	14	火天大有(V406)	莫雷拉	何良	115	1088	3	1-1/4	[7][8][6][5][2]	1:49.03	7.5
3	7	皇龍司令(C208)	梁家俊	徐雨石	128	1086	13	2	[13][14][14][10][3]	1:49.13	18
4	1	緣份(C535)	蘇銘倫	韋達	133	1070	1	2-1/4	[3][4][3][3][4]	1:49.17	7.6
5	9	拖板精英(C362)	田泰安	葉楚航	124	1067	2	3-1/4	[2][5][7][6][5]	1:49.34	6
6	10	靈鋒(A245)	波健士	苗禮德	123	1044	14	3-3/4	[8][1][1][2][6]	1:49.42	22
7	13	競駿飛鷹(B292)	黎海榮	霍利時	114	1266	11	4-1/4	[10][12][13][14][7]	1:49.51	66
8	5	志聰明(C319)	巴度	文家良	130	1229	12	4-1/4	[9][11][11][13][8]	1:49.52	7
9	4	如沐春風(B150)	賀銘年	徐雨石	119	1077	4	4-3/4	[12][10][9][8][9]	1:49.56	35
10	12	為善聚樂(A249)	楊明綸	鄭俊偉	115	1019	7	5	[4][7][8][11][10]	1:49.60	29
11	2	電路一號(B373)	蔡明紹	告東尼	132	1061	5	5-1/4	[1][2][2][1][11]	1:49.67	5.9
12	11	火箭砲(C520)	黃皓楠	丁冠豪	116	992	10	5-3/4	[14][13][12][12][12]	1:49.75	29
13	6	驃騎飛(C456)	彭國年	蘇偉賢	130	1137	9	6-1/4	[5][3][4][4][13]	1:49.81	16
14	8	行樂之光(D331)	何澤堯	方嘉柏	128	1105	6	19	[6][6][5][9][14]	1:51.86	18

20210101_3
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	5	帖木兒(B001)	巴度	方嘉柏	113	1191	4	-	[3][4][1]	0:56.66	7.5
 2	4	當家猴王(D142)	蘇銘倫	韋達	120	1119	3	頸位	[5][3][2]	0:56.72	3.3
3	2	日日精彩(B461)	田泰安	羅富全	128	1262	2	頸位	[4][5][3]	0:56.73	11
4	3	君達星(B019)	彭國年	丁冠豪	125	1183	1	1/2	[1][2][4]	0:56.76	13

20210101_2
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	6	鑽飾明駝(B183)	何澤堯	羅富全	126	1068	1	-	[4][6][4][1]	1:22.60	3
2	11	仍然贏(C388)	田泰安	蘇偉賢	121	1116	9	1/2	[1][1][1][2]	1:22.69	4.9
3	4	將俠(D501)	莫雷拉	告東尼	127	1108	14	1-3/4	[12][11][8][3]	1:22.90	11
4	7	大有心得(E155)	薛恩	大衛希斯	126	1179	7	2-1/2	[11][12][12][4]	1:23.00	87
5	14	金剛福星(D017)	巴度	蔡約翰	119	1024	10	3	[13][13][13][5]	1:23.07	60
6	3	影疾(C466)	梁家俊	葉楚航	128	1116	11	3-1/2	[14][14][11][6]	1:23.17	12
7	1	美麗甜心(B410)	潘頓	文家良	132	1182	3	3-3/4	[2][4][3][7]	1:23.21	3.8
8	2	勁加加(B319)	周俊樂	賀賢	123	1014	5	4	[7][7][5][8]	1:23.24	9.2
9	9	太白山(D410)	巫顯東	容天鵬	120	1050	6	5-3/4	[3][5][7][9]	1:23.52	333
10	13	龍之英(C206)	黃皓楠	鄭俊偉	116	1120	12	6-3/4	[6][3][2][10]	1:23.69	192
11	10	奪速(D001)	楊明綸	蘇保羅	122	1130	4	8	[9][8][9][11]	1:23.86	74
12	5	雪茄菸(D512)	彭國年	徐雨石	126	1083	2	9-1/4	[8][9][6][12]	1:24.08	44
13	8	手牽手(E050)	波健士	韋達	126	1170	8	9-3/4	[10][10][10][13]	1:24.18	180

20210101_10
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	7	王炸(E143)	蘇銘倫	方嘉柏	122	1102	1	-	[5][4][4][1]	1:21.87	11
2	12	北極光(D105)	莫雷拉	賀賢	117	1098	11	頸位	[10][9][6][2]	1:21.91	9.1
3	10	歡欣福星(D273)	巴度	呂健威	119	1011	10	1-1/2	[11][12][10][3]	1:22.09	10
4	1	電子群星(C132)	郭能	文家良	132	1078	9	1-3/4	[8][11][9][4]	1:22.15	18
5	8	路路醒(E053)	潘頓	羅富全	121	1072	7	2-1/2	[9][7][8][5]	1:22.26	16
6	14	飛馬輝煌(D337)	潘明輝	丁冠豪	112	1112	8	2-1/2	[4][1][2][6]	1:22.27	11
7	3	佳運來(T380)	梁家俊	徐雨石	125	1035	14	2-1/2	[14][14][14][7]	1:22.28	34
8	6	飛天劍(C463)	賀銘年	告東尼	122	1060	5	2-3/4	[7][8][12][8]	1:22.32	19
9	5	胆大威猛(C338)	波健士	姚本輝	125	1143	2	3-1/2	[1][2][1][9]	1:22.43	4.7
10	11	閃耀榮光(B372)	蔡明紹	容天鵬	118	1200	4	3-3/4	[2][5][3][10]	1:22.47	63
11	9	牽旺加富(E127)	彭國年	鄭俊偉	121	1052	6	4-1/2	[3][3][5][11]	1:22.60	170
12	4	協進神駒(D263)	周俊樂	韋達	118	1106	12	4-3/4	[12][13][13][12]	1:22.62	47
13	2	美麗多多(D116)	薛恩	蔡約翰	132	1090	13	4-3/4	[13][10][11][13]	1:22.63	44

20210101_1
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	8	楚霸王(E162)	莫雷拉	方嘉柏	126	1185	11	-	[7][6][1]	1:09.68	1.6
2	10	旅遊達人(E170)	波健士	鄭俊偉	126	1047	1	2-1/2	[5][4][2]	1:10.09	122
 3	14	錢途燦爛(C005)	梁家俊	葉楚航	118	1015	3	3-3/4	[8][9][3]	1:10.29	21
 4	6	你知我勝(D451)	彭國年	姚本輝	126	1130	2	4	[1][1][4]	1:10.31	72
5	12	活力長勝(C498)	潘頓	丁冠豪	121	998	13	4	[13][10][5]	1:10.34	6.7
6	11	文武先鋒(B049)	薛恩	霍利時	123	1307	7	5-1/4	[10][11][6]	1:10.53	35
7	2	麒麟(E151)	蘇銘倫	大衛希斯	126	1152	5	5-1/2	[6][5][7]	1:10.56	9.6
8	5	金鼓雷鳴(E042)	田泰安	韋達	126	1032	8	6	[12][8][8]	1:10.62	60
9	3	有運來(E187)	巴度	沈集成	126	1145	10	6	[2][2][9]	1:10.63	12
10	1	閃耀中華(D486)	史卓豐	容天鵬	126	1059	12	6-1/2	[14][13][10]	1:10.74	36
11	4	好友順(C337)	巫顯東	徐雨石	123	1157	6	7-1/4	[4][7][11]	1:10.84	202
12	9	彪形遨漢(E037)	賀銘年	蘇偉賢	126	1173	4	7-1/4	[9][12][12]	1:10.85	25
13	7	珠龍駿駒(E049)	何澤堯	羅富全	126	1007	9	9	[11][14][13]	1:11.10	130
14	13	喜駿之星(D033)	郭能	文家良	120	1114	14	11	[3][3][14]	1:11.42	12

20201226_9
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	5	逍遙自在(B210)	梁家俊	羅富全	124	1132	9	-	[7][6][5][1]	1:38.70	10
2	12	盛大光輝(C121)	黃皓楠	丁冠豪	116	1169	11	1	[1][1][1][2]	1:38.87	89
3	8	大道至正(C197)	潘頓	鄭俊偉	121	1165	10	1-3/4	[10][9][6][3]	1:38.99	7.4
4	1	烽煙四喜(A036)	莫雷拉	苗禮德	133	1156	6	2-1/4	[9][10][9][4]	1:39.06	4.1
5	9	熱血鬥士(C360)	波健士	告東尼	121	1135	3	2-3/4	[5][4][4][5]	1:39.13	11
6	2	紅運大師(C287)	彭國年	蔡約翰	128	1070	13	4-1/4	[13][11][10][6]	1:39.38	11
7	10	錶之銳(C193)	潘明輝	呂健威	118	1166	5	5	[2][3][2][7]	1:39.50	5.7
8	6	美麗非凡(D023)	薛恩	蔡約翰	123	1215	12	6-1/2	[4][2][3][8]	1:39.74	14
9	13	將耀(C429)	蔡明紹	告東尼	115	1089	8	8-1/2	[3][5][7][9]	1:40.05	8.5
10	7	翠龍(B156)	蘇銘倫	徐雨石	122	1096	7	9	[12][12][12][10]	1:40.14	15
11	3	柏林探戈(E120)	賀銘年	告東尼	125	1012	2	10-1/4	[6][8][11][11]	1:40.34	69
12	4	綠色有運(B413)	巴度	方嘉柏	125	1122	4	11-3/4	[11][13][13][12]	1:40.59	29

20201226_8
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	10	勤德兼備(A071)	潘明輝	賀賢	111	1088	8	-	[9][9][9][9][1]	2:01.89	58
2	7	天池怪俠(B350)	賀銘年	蘇偉賢	117	1171	4	1-1/4	[4][5][5][5][2]	2:02.06	15
3	3	精神威(C345)	梁家俊	羅富全	128	1133	3	1-1/2	[1][1][1][1][3]	2:02.10	11
 4	1	喜蓮騏星(C165)	何澤堯	告東尼	133	1056	2	1-1/2	[10][10][10][10][4]	2:02.14	10
5	6	勇戰神駒(E052)	巴度	苗禮德	118	1232	1	1-3/4	[3][4][3][6][5]	2:02.15	9.1
6	2	勇猛神駒(C462)	潘頓	沈集成	130	1155	6	1-3/4	[7][6][7][4][6]	2:02.17	3.5
7	9	曈曨光彩(D188)	蔡明紹	告東尼	115	1038	9	2	[8][8][8][8][7]	2:02.19	14
8	5	翠湖飛鷹(B391)	彭國年	蘇偉賢	124	1044	5	2	[6][7][6][7][8]	2:02.22	12
9	8	創意天才(C391)	莫雷拉	韋達	116	1204	10	5-3/4	[2][3][4][3][9]	2:02.79	6.1

20201226_7
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	7	三圓䮭路(C149)	周俊樂	蘇保羅	121	1117	5	-	[5][5][3][1]	1:34.40	10
2	3	保羅承傳(C517)	梁家俊	羅富全	131	1075	2	2	[2][3][2][2]	1:34.70	7.1
3	14	日就月將(D157)	巴度	賀賢	116	1029	4	2-1/2	[6][6][7][3]	1:34.79	11
4	6	超好日子(D473)	莫雷拉	呂健威	129	1205	10	2-3/4	[12][11][9][4]	1:34.82	4.7
5	8	快步速(C427)	郭能	方嘉柏	127	1229	7	3-1/4	[7][7][6][5]	1:34.90	15
6	10	機械戰士(C532)	潘頓	容天鵬	126	1113	3	3-3/4	[8][8][11][6]	1:34.99	4.4
7	4	連連行運(C441)	波健士	蔡約翰	130	1121	14	3-3/4	[11][12][13][7]	1:34.99	23
8	13	御風超影(C268)	楊明綸	丁冠豪	122	1029	6	4-1/2	[10][10][10][8]	1:35.12	177
9	12	安逸寧靜(D189)	彭國年	蘇偉賢	123	1033	13	5	[14][14][14][9]	1:35.19	57
10	9	秒秒精彩(D283)	史卓豐	高伯新	127	1103	11	5-3/4	[3][1][1][10]	1:35.31	50
11	11	海島材子(D219)	蘇銘倫	姚本輝	125	1037	9	5-3/4	[9][9][8][11]	1:35.33	5.3
12	2	博愛友威(C152)	何澤堯	沈集成	132	1074	12	6-1/4	[13][13][12][12]	1:35.40	15
13	5	電訊火箭(C137)	賀銘年	徐雨石	130	1098	1	8-1/4	[4][4][5][13]	1:35.71	22

20201226_6
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	11	兩全其美(D205)	莫雷拉	方嘉柏	121	1181	13	-	[12][12][11][1]	1:39.27	6.5
2	2	團結一致(C494)	蘇銘倫	霍利時	130	974	2	3/4	[10][10][8][2]	1:39.41	4.2
3	7	榮冠大道(V378)	賀銘年	葉楚航	124	1194	7	2-3/4	[9][8][5][3]	1:39.72	6.8
4	8	皇帝賽(C249)	彭國年	丁冠豪	122	1225	12	3	[7][5][3][4]	1:39.76	9.4
5	5	雷霆戰駒(D124)	楊明綸	蘇保羅	125	1134	3	6	[8][9][10][5]	1:40.24	17
6	12	愛逍遙(D190)	潘頓	徐雨石	121	1070	9	7-1/2	[2][3][2][6]	1:40.48	10
7	6	彩虹之光(E051)	周俊樂	韋達	118	1133	14	8-3/4	[14][14][14][7]	1:40.65	124
8	10	創高峰(D136)	巴度	苗禮德	121	1154	11	9-1/4	[13][13][13][8]	1:40.74	9.8
9	14	安定繁盛(C064)	黃俊	羅富全	110	1114	1	9-1/2	[6][7][9][9]	1:40.80	15
10	9	珍珠鳳凰(B201)	梁家俊	文家良	122	1050	6	10-3/4	[5][6][7][10]	1:41.00	22
11	13	生生發發(B467)	薛恩	蘇偉賢	121	1129	4	11-1/2	[11][11][12][11]	1:41.12	65
12	1	雙天至尊(C293)	何澤堯	呂健威	133	1184	10	12-1/4	[3][1][1][12]	1:41.21	6.3
13	4	瑪神好運(E024)	潘明輝	大衛希斯	127	1056	5	15-1/2	[4][4][6][13]	1:41.74	84

20201226_5
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	3	八太子(A426)	潘頓	沈集成	127	1063	12	-	[7][7][6][3][1]	1:48.90	7.8
2	7	都靈紅星(B092)	梁家俊	葉楚航	126	1163	11	2-1/4	[3][4][3][2][2]	1:49.27	23
3	11	好計(B432)	楊明綸	方嘉柏	117	1077	13	3	[12][11][9][5][3]	1:49.38	55
4	4	佳運來(T380)	彭國年	徐雨石	127	1045	1	4-1/2	[11][12][13][11][4]	1:49.63	40
5	6	平海飛星(B407)	莫雷拉	蔡約翰	126	1142	3	5	[6][5][5][4][5]	1:49.68	3.4
6	5	神龍駒(B108)	何澤堯	告東尼	126	1067	10	5-1/4	[10][10][11][9][6]	1:49.73	9.5
7	2	全才(B213)	蘇銘倫	韋達	128	1079	5	5-1/4	[13][13][12][8][7]	1:49.74	6.7
8	9	川河明駒(D237)	巴度	方嘉柏	119	1140	7	6-1/2	[8][8][8][6][8]	1:49.93	4.9
9	13	桃花紅(D202)	黎海榮	賀賢	116	1104	2	8	[5][6][7][10][9]	1:50.19	104
10	8	星運明爵(C431)	史卓豐	方嘉柏	124	1132	9	8-1/2	[4][2][2][1][10]	1:50.26	7.7
11	10	恆駿寶駒(T262)	潘明輝	蘇偉賢	116	1148	4	9-1/4	[9][9][10][13][11]	1:50.37	72
12	12	鵰神(B023)	蔡明紹	丁冠豪	116	1162	6	9-1/4	[2][3][4][7][12]	1:50.38	12

20201226_4
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	9	好眼光(D375)	莫雷拉	蔡約翰	126	1132	14	-	[6][3][1]	1:09.23	1.8
2	14	紅鬃烈馬(D087)	波健士	葉楚航	116	1038	11	1-1/2	[5][5][2]	1:09.46	21
3	4	逍遙駒(E065)	史卓豐	羅富全	126	1098	3	3	[8][7][3]	1:09.70	77
 4	3	荷花福星(C311)	梁家俊	蘇保羅	129	1143	10	3-1/2	[12][13][4]	1:09.77	11
5	7	好玩福星(E013)	潘頓	沈集成	126	1149	4	3-1/2	[11][9][5]	1:09.79	6.6
6	8	財照發(E007)	彭國年	蘇偉賢	126	1147	2	4-3/4	[4][4][6]	1:10.01	18
7	10	五邑之星(D503)	何澤堯	呂健威	126	1095	8	4-3/4	[10][11][7]	1:10.01	17
8	12	遨遊之星(C098)	潘明輝	容天鵬	119	1236	1	5-1/4	[1][1][8]	1:10.08	28
9	11	春風得意(C309)	蘇銘倫	丁冠豪	122	1061	5	5-3/4	[9][10][9]	1:10.16	6.8
10	2	運來福星(C473)	郭能	徐雨石	132	1041	7	6	[7][8][10]	1:10.20	31
11	1	有毅君子(D230)	薛恩	鄭俊偉	133	1279	9	7-1/4	[13][12][11]	1:10.39	87
12	5	電玩福星(E048)	周俊樂	韋達	119	1111	12	7-1/2	[14][14][12]	1:10.42	129
13	13	紅海福星(D338)	黎海榮	文家良	117	1082	6	10-1/4	[2][2][13]	1:10.86	204

20201226_3
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	10	果然友(C313)	莫雷拉	方嘉柏	125	1171	2	-	[3][3][3][1]	1:22.01	5.5
2	2	天意(V417)	潘頓	蘇保羅	133	1173	12	4-3/4	[8][11][10][2]	1:22.76	5
3	13	晴朗拍檔(B071)	梁家俊	霍利時	121	1131	10	5	[9][9][7][3]	1:22.82	17
 4	3	怪獸都市(A190)	巫顯東	何良	130	1172	7	7-1/4	[1][1][1][4]	1:23.18	23
5	6	樂盈盈(C369)	郭能	告東尼	131	1055	1	7-1/4	[4][4][5][5]	1:23.19	34
6	7	辣得驕(D159)	蘇銘倫	呂健威	131	996	11	7-3/4	[13][12][12][6]	1:23.26	5
7	12	樂飛勝(B450)	黃皓楠	鄭俊偉	119	1098	9	8-1/4	[2][2][2][7]	1:23.35	123
8	5	有錢分(B079)	史卓豐	苗禮德	131	1168	3	8-1/2	[6][6][4][8]	1:23.39	10
9	1	都市神話(A086)	周俊樂	容天鵬	126	1051	4	9	[11][8][8][9]	1:23.46	6.4
10	14	盛勢(V243)	潘明輝	葉楚航	118	1110	14	9-1/4	[14][14][13][10]	1:23.51	8.2
11	4	正義駒(D146)	黃俊	姚本輝	127	1136	5	10	[5][5][6][11]	1:23.62	16
12	9	喜進龍(C539)	賀銘年	蘇偉賢	129	1189	6	12-3/4	[7][7][11][12]	1:24.03	33
13	8	天地同心(B030)	彭國年	徐雨石	130	1106	8	12-3/4	[10][10][9][13]	1:24.04	42

20201226_2
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	8	明月千山(C403)	黎海榮	徐雨石	123	1149	6	-	[6][6][1]	1:10.02	12
2	2	首飾傳奇(D032)	莫雷拉	蔡約翰	132	1188	2	1/2	[8][8][2]	1:10.11	8
3	1	合夥贛勁(D051)	何澤堯	蘇偉賢	133	1203	4	1	[13][14][3]	1:10.17	20
4	7	金剛石(C106)	蘇銘倫	鄭俊偉	125	1154	5	1-1/2	[10][9][4]	1:10.24	3.3
5	13	漸信龍駒(C017)	潘明輝	葉楚航	113	1058	14	2-1/2	[1][1][5]	1:10.42	42
6	9	上捕先鋒(C300)	薛恩	霍利時	123	1232	9	3-1/2	[4][5][6]	1:10.57	82
7	5	神期大帝(D107)	彭國年	告東尼	127	1069	1	3-1/2	[9][10][7]	1:10.59	4.3
8	3	惜多福(A323)	波健士	苗禮德	130	1247	13	4-1/2	[3][3][8]	1:10.73	28
9	11	坪山新星(C242)	潘頓	蘇保羅	122	1004	7	5	[12][11][9]	1:10.82	4.5
10	6	良朋共盛(C405)	巫顯東	賀賢	124	1046	3	5-1/2	[11][12][10]	1:10.92	173
11	14	凱旋戰士(C185)	黃俊	文家良	108	1102	11	6-1/4	[2][2][11]	1:11.02	140
12	4	飛帥(C455)	郭能	何良	128	1188	12	6-1/4	[7][7][12]	1:11.02	100
13	12	勁飛聖(T361)	蔡明紹	容天鵬	116	1093	8	6-1/4	[5][4][13]	1:11.02	18

20201226_10
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	1	福逸(D176)	潘頓	高伯新	133	1195	8	-	[4][1][1]	0:56.51	1.9
 2	2	平海掌星(D123)	巴度	蔡約翰	132	1318	12	2-1/4	[9][7][2]	0:56.87	8.2
3	4	傳盛(B416)	蘇銘倫	呂健威	131	1219	2	2-1/4	[7][8][3]	0:56.87	8.2
4	8	路路之星(C031)	莫雷拉	苗禮德	122	1163	14	2-1/2	[8][6][4]	0:56.90	5.2
5	12	萬眾力得(D328)	蔡明紹	羅富全	115	1146	7	3	[5][2][5]	0:56.99	13
6	5	精彩勇士(D387)	郭能	大衛希斯	130	1132	11	4	[2][3][6]	0:57.13	23
7	13	再大大(D084)	黃皓楠	鄭俊偉	113	1155	3	4-1/4	[14][12][7]	0:57.18	73
8	11	電訊超班(E140)	潘明輝	徐雨石	118	1078	9	4-1/2	[13][11][8]	0:57.24	96
9	3	時時好綵(E135)	周俊樂	方嘉柏	124	1092	6	6	[10][9][9]	0:57.45	16
10	14	量化歡騰(D049)	波健士	韋達	115	1141	5	6-1/2	[6][10][10]	0:57.54	101
11	9	大武士(B216)	巫顯東	沈集成	117	1169	13	6-1/2	[11][13][11]	0:57.55	39
12	7	蒲俠超得(E138)	楊明綸	容天鵬	122	1159	10	7-3/4	[3][5][12]	0:57.74	128
13	6	電路七號(D474)	賀銘年	告東尼	129	1107	4	10-1/2	[1][4][13]	0:58.20	69

20201226_1
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	1	高瞻遠矚(B345)	莫雷拉	苗禮德	133	1033	7	-	[7][7][6][6][1]	2:02.69	2.6
2	2	興惑(B351)	蘇銘倫	告東尼	133	1040	3	1/2	[5][5][5][5][2]	2:02.76	6.3
3	4	緻寶駒(D236)	潘頓	賀賢	132	996	1	1-3/4	[4][4][4][3][3]	2:02.96	4.3
4	7	情趣(V114)	賀銘年	霍利時	124	1162	9	2	[9][9][8][9][4]	2:03.02	59
5	9	龍戰士(C153)	巴度	蘇保羅	114	1100	6	3	[8][8][9][8][5]	2:03.15	6.9
6	6	會展達人(C505)	梁家俊	葉楚航	127	1282	2	4	[1][2][2][1][6]	2:03.31	25
7	5	福善(C426)	郭能	高伯新	130	1087	5	5	[3][3][3][4][7]	2:03.48	5.9
8	8	新界之星(A081)	潘明輝	鄭俊偉	113	1071	4	5-3/4	[6][6][7][7][8]	2:03.61	39

20201220_9
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	7	天駟(D393)	潘明輝	羅富全	121	1170	10	-	[8][8][5][1]	1:33.71	57
